sentence,PIE,true_idioms,is_figurative,variant_number,Valid,variant_sentence,tokens,tags,tag_ids
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,1,V,"Niemand im Forschungsteam glaubte, dass die komplexen Daten so schnell ausgewertet werden könnten, doch dann lag das Ergebnis plötzlich auf dem Tisch und der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Niemand', 'im', 'Forschungsteam', 'glaubte', ',', 'dass', 'die', 'komplexen', 'Daten', 'so', 'schnell', 'ausgewertet', 'werden', 'könnten', ',', 'doch', 'dann', 'lag', 'das', 'Ergebnis', 'plötzlich', 'auf', 'dem', 'Tisch', 'und', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,2,V,"Die Unternehmensführung dachte, sie hätte ihre neuen Energiesparmaßnahmen erfolgreich umgesetzt, bis eine schockierende Analyse alles änderte; der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Die', 'Unternehmensführung', 'dachte', ',', 'sie', 'hätte', 'ihre', 'neuen', 'Energiesparmaßnahmen', 'erfolgreich', 'umgesetzt', ',', 'bis', 'eine', 'schockierende', 'Analyse', 'alles', 'änderte', ';', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,3,V,"Nach einem unangekündigten Systemupdate, das die Energieprofile vieler Rechner drastisch veränderte, zeigte sich ein überraschendes Ergebnis, denn der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Nach', 'einem', 'unangekündigten', 'Systemupdate', ',', 'das', 'die', 'Energieprofile', 'vieler', 'Rechner', 'drastisch', 'veränderte', ',', 'zeigte', 'sich', 'ein', 'überraschendes', 'Ergebnis', ',', 'denn', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das Gespräch zwischen den beiden ergibt, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.",['über  Nacht'],[],False,1,V,"Inmitten einer Flut von Enthüllungen, die das Familiengefüge innerhalb von Stunden erschütterten und wo eine schockierende Neuigkeit die nächste jagte, ergab das Gespräch zwischen den beiden, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.","['Inmitten', 'einer', 'Flut', 'von', 'Enthüllungen', ',', 'die', 'das', 'Familiengefüge', 'innerhalb', 'von', 'Stunden', 'erschütterten', 'und', 'wo', 'eine', 'schockierende', 'Neuigkeit', 'die', 'nächste', 'jagte', ',', 'ergab', 'das', 'Gespräch', 'zwischen', 'den', 'beiden', ',', 'dass', 'noch', 'eine', 'weitere', 'Schwester', 'existiert', ',', 'Cammie', ',', 'und', 'dass', 'Cammie', 'oft', 'über', 'Nacht', 'im', 'Haus', 'ihrer', 'Freundin', 'Sheila', 'bleibt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das Gespräch zwischen den beiden ergibt, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.",['über  Nacht'],[],False,2,V,"Sie diskutierten das Muster von Familienmitgliedern, die abrupt auftauchten und ebenso unerwartet wieder verschwanden, als wäre es eine Tradition, ohne Vorwarnung zu agieren, und in diesem Kontext ergab das Gespräch zwischen den beiden, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.","['Sie', 'diskutierten', 'das', 'Muster', 'von', 'Familienmitgliedern', ',', 'die', 'abrupt', 'auftauchten', 'und', 'ebenso', 'unerwartet', 'wieder', 'verschwanden', ',', 'als', 'wäre', 'es', 'eine', 'Tradition', ',', 'ohne', 'Vorwarnung', 'zu', 'agieren', ',', 'und', 'in', 'diesem', 'Kontext', 'ergab', 'das', 'Gespräch', 'zwischen', 'den', 'beiden', ',', 'dass', 'noch', 'eine', 'weitere', 'Schwester', 'existiert', ',', 'Cammie', ',', 'und', 'dass', 'Cammie', 'oft', 'über', 'Nacht', 'im', 'Haus', 'ihrer', 'Freundin', 'Sheila', 'bleibt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das Gespräch zwischen den beiden ergibt, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.",['über  Nacht'],[],False,3,V,"Während sie versuchten, die überstürzten Ereignisse der letzten Tage zu ordnen, in denen sich alles rasant entwickelt hatte und schnelle Entscheidungen getroffen werden mussten, ergab das Gespräch zwischen den beiden, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.","['Während', 'sie', 'versuchten', ',', 'die', 'überstürzten', 'Ereignisse', 'der', 'letzten', 'Tage', 'zu', 'ordnen', ',', 'in', 'denen', 'sich', 'alles', 'rasant', 'entwickelt', 'hatte', 'und', 'schnelle', 'Entscheidungen', 'getroffen', 'werden', 'mussten', ',', 'ergab', 'das', 'Gespräch', 'zwischen', 'den', 'beiden', ',', 'dass', 'noch', 'eine', 'weitere', 'Schwester', 'existiert', ',', 'Cammie', ',', 'und', 'dass', 'Cammie', 'oft', 'über', 'Nacht', 'im', 'Haus', 'ihrer', 'Freundin', 'Sheila', 'bleibt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Durch den Wind wurden 27 Häuser in der Region zerstört.,['durch den wind'],[],False,1,V,"Die psychologische Betreuung der Anwohner nach der Katastrophe war eine enorme Herausforderung, da viele noch völlig desorientiert waren; durch den Wind wurden 27 Häuser in der Region zerstört.","['Die', 'psychologische', 'Betreuung', 'der', 'Anwohner', 'nach', 'der', 'Katastrophe', 'war', 'eine', 'enorme', 'Herausforderung', ',', 'da', 'viele', 'noch', 'völlig', 'desorientiert', 'waren', ';', 'durch', 'den', 'Wind', 'wurden', '27', 'Häuser', 'in', 'der', 'Region', 'zerstört', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Durch den Wind wurden 27 Häuser in der Region zerstört.,['durch den wind'],[],False,2,V,"Der erste Bericht des Reporters war völlig konfus, da der Mann unter Schock stand und seine eigene Verwirrung in die Meldung einfloss; so hieß es zunächst, durch den Wind wurden 27 Häuser in der Region zerstört.","['Der', 'erste', 'Bericht', 'des', 'Reporters', 'war', 'völlig', 'konfus', ',', 'da', 'der', 'Mann', 'unter', 'Schock', 'stand', 'und', 'seine', 'eigene', 'Verwirrung', 'in', 'die', 'Meldung', 'einfloss', ';', 'so', 'hieß', 'es', 'zunächst', ',', 'durch', 'den', 'Wind', 'wurden', '27', 'Häuser', 'in', 'der', 'Region', 'zerstört', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Durch den Wind wurden 27 Häuser in der Region zerstört.,['durch den wind'],[],False,3,V,"Der Künstler erklärte, sein Werk solle die desorientierende Kraft moderner Politik und die Verwirrung der Menschen darstellen; in seiner apokalyptischen Vision durch den Wind wurden 27 Häuser in der Region zerstört.","['Der', 'Künstler', 'erklärte', ',', 'sein', 'Werk', 'solle', 'die', 'desorientierende', 'Kraft', 'moderner', 'Politik', 'und', 'die', 'Verwirrung', 'der', 'Menschen', 'darstellen', ';', 'in', 'seiner', 'apokalyptischen', 'Vision', 'durch', 'den', 'Wind', 'wurden', '27', 'Häuser', 'in', 'der', 'Region', 'zerstört', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oftmals wurde die Kohle über Nacht gestohlen.,['über  Nacht'],[],False,1,V,"Der alte Casino-Besitzer, der sowohl seine Einnahmen als auch den Brennstoff für seine antiken Heizöfen im Keller lagerte, klagte bitterlich über die ständigen Verluste, denn oftmals wurde die Kohle über Nacht gestohlen.","['Der', 'alte', 'Casino', '-', 'Besitzer', ',', 'der', 'sowohl', 'seine', 'Einnahmen', 'als', 'auch', 'den', 'Brennstoff', 'für', 'seine', 'antiken', 'Heizöfen', 'im', 'Keller', 'lagerte', ',', 'klagte', 'bitterlich', 'über', 'die', 'ständigen', 'Verluste', ',', 'denn', 'oftmals', 'wurde', 'die', 'Kohle', 'über', 'Nacht', 'gestohlen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oftmals wurde die Kohle über Nacht gestohlen.,['über  Nacht'],[],False,2,V,"Während der Lagerverwalter die Inventur der Brennstoffreserven für den Winter durchging und der Buchhalter gleichzeitig die unerklärlich schnellen Verluste im Firmenportfolio analysierte, stand am Ende ihres gemeinsamen Berichts eine frustrierende Zusammenfassung, denn oftmals wurde die Kohle über Nacht gestohlen.","['Während', 'der', 'Lagerverwalter', 'die', 'Inventur', 'der', 'Brennstoffreserven', 'für', 'den', 'Winter', 'durchging', 'und', 'der', 'Buchhalter', 'gleichzeitig', 'die', 'unerklärlich', 'schnellen', 'Verluste', 'im', 'Firmenportfolio', 'analysierte', ',', 'stand', 'am', 'Ende', 'ihres', 'gemeinsamen', 'Berichts', 'eine', 'frustrierende', 'Zusammenfassung', ',', 'denn', 'oftmals', 'wurde', 'die', 'Kohle', 'über', 'Nacht', 'gestohlen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oftmals wurde die Kohle über Nacht gestohlen.,['über  Nacht'],[],False,3,V,"Nach dem plötzlichen und unerklärlichen Absturz der Aktien des Energieunternehmens, der die gesamten Investitionen auslöschte, kamen die verärgerten Anleger zu dem Schluss, oftmals wurde die Kohle über Nacht gestohlen.","['Nach', 'dem', 'plötzlichen', 'und', 'unerklärlichen', 'Absturz', 'der', 'Aktien', 'des', 'Energieunternehmens', ',', 'der', 'die', 'gesamten', 'Investitionen', 'auslöschte', ',', 'kamen', 'die', 'verärgerten', 'Anleger', 'zu', 'dem', 'Schluss', ',', 'oftmals', 'wurde', 'die', 'Kohle', 'über', 'Nacht', 'gestohlen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.",['Früchte tragen'],[],False,1,V,"Nachdem er monatelang seine ganze Energie in das neue Gartenbeet gesteckt hatte, konnte man endlich sehen, dass sich seine Mühe gelohnt hat, denn Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","['Nachdem', 'er', 'monatelang', 'seine', 'ganze', 'Energie', 'in', 'das', 'neue', 'Gartenbeet', 'gesteckt', 'hatte', ',', 'konnte', 'man', 'endlich', 'sehen', ',', 'dass', 'sich', 'seine', 'Mühe', 'gelohnt', 'hat', ',', 'denn', 'Lemon', 'Drop', 'sind', 'sehr', 'ertragreiche', 'Chilipflanzen', ',', 'in', 'einem', 'Jahr', 'kann', 'eine', 'Pflanze', 'über', '100', 'Früchte', 'tragen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.",['Früchte tragen'],[],False,2,V,"Für Investoren, die nach einer Anlage mit hohem Ertrag suchen, gibt es eine überraschende neue Option, denn Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","['Für', 'Investoren', ',', 'die', 'nach', 'einer', 'Anlage', 'mit', 'hohem', 'Ertrag', 'suchen', ',', 'gibt', 'es', 'eine', 'überraschende', 'neue', 'Option', ',', 'denn', 'Lemon', 'Drop', 'sind', 'sehr', 'ertragreiche', 'Chilipflanzen', ',', 'in', 'einem', 'Jahr', 'kann', 'eine', 'Pflanze', 'über', '100', 'Früchte', 'tragen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
