sentence,PIE,true_idioms,is_figurative,variant_number,Valid,variant_sentence,tokens,tags,tag_ids
"Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.",['Früchte tragen'],[],False,3,V,"Um den Kindern zu zeigen, wie sich harte Arbeit und Geduld auszahlen können, haben wir im Schulgarten ein Experiment gestartet, und tatsächlich, Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","['Um', 'den', 'Kindern', 'zu', 'zeigen', ',', 'wie', 'sich', 'harte', 'Arbeit', 'und', 'Geduld', 'auszahlen', 'können', ',', 'haben', 'wir', 'im', 'Schulgarten', 'ein', 'Experiment', 'gestartet', ',', 'und', 'tatsächlich', ',', 'Lemon', 'Drop', 'sind', 'sehr', 'ertragreiche', 'Chilipflanzen', ',', 'in', 'einem', 'Jahr', 'kann', 'eine', 'Pflanze', 'über', '100', 'Früchte', 'tragen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Eriksson ist entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.",['laufen lassen'],[],False,1,V,"Im Kontext der angespannten Familiendynamik, in der Evas Unabhängigkeitsbestrebungen als Verrat galten und die Tanten sie daraufhin aus ihrem Leben entfernten, ist Eriksson entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.","['Im', 'Kontext', 'der', 'angespannten', 'Familiendynamik', ',', 'in', 'der', 'Evas', 'Unabhängigkeitsbestrebungen', 'als', 'Verrat', 'galten', 'und', 'die', 'Tanten', 'sie', 'daraufhin', 'aus', 'ihrem', 'Leben', 'entfernten', ',', 'ist', 'Eriksson', 'entsetzt', ',', 'dass', 'ihre', 'Tanten', 'Eva', 'bei', 'diesem', 'Wetter', 'einen', 'so', 'langen', 'Weg', 'haben', 'laufen', 'lassen', 'nur', 'um', 'Kartoffelmehl', 'zu', 'holen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Eriksson ist entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.",['laufen lassen'],[],False,2,V,"Als Eriksson die neueste Dorfklatsch-Version von Evas Rauswurf hörte, die besagte, man habe sie nach einem Streit einfach ihrem Schicksal überlassen, ist Eriksson entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.","['Als', 'Eriksson', 'die', 'neueste', 'Dorfklatsch', '-', 'Version', 'von', 'Evas', 'Rauswurf', 'hörte', ',', 'die', 'besagte', ',', 'man', 'habe', 'sie', 'nach', 'einem', 'Streit', 'einfach', 'ihrem', 'Schicksal', 'überlassen', ',', 'ist', 'Eriksson', 'entsetzt', ',', 'dass', 'ihre', 'Tanten', 'Eva', 'bei', 'diesem', 'Wetter', 'einen', 'so', 'langen', 'Weg', 'haben', 'laufen', 'lassen', 'nur', 'um', 'Kartoffelmehl', 'zu', 'holen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Eriksson ist entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.",['laufen lassen'],[],False,3,V,"Unmittelbar nachdem Eva verkündet hatte, das Haus für immer zu verlassen, und die Tanten ihre Enttäuschung mit einer letzten, symbolischen Aufgabe zeigten, bevor sie sie ziehen ließen, ist Eriksson entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.","['Unmittelbar', 'nachdem', 'Eva', 'verkündet', 'hatte', ',', 'das', 'Haus', 'für', 'immer', 'zu', 'verlassen', ',', 'und', 'die', 'Tanten', 'ihre', 'Enttäuschung', 'mit', 'einer', 'letzten', ',', 'symbolischen', 'Aufgabe', 'zeigten', ',', 'bevor', 'sie', 'sie', 'ziehen', 'ließen', ',', 'ist', 'Eriksson', 'entsetzt', ',', 'dass', 'ihre', 'Tanten', 'Eva', 'bei', 'diesem', 'Wetter', 'einen', 'so', 'langen', 'Weg', 'haben', 'laufen', 'lassen', 'nur', 'um', 'Kartoffelmehl', 'zu', 'holen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?",['aus dem Handgelenk'],['aus dem Handgelenk'],True,1,V,"Die Ingenieure beobachteten den humanoiden Prototyp, dessen physische Bewegungen perfektioniert waren, der aber angeblich über keine aktuellen Schacheröffnungs-Datenbanken verfügte, völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?","['Die', 'Ingenieure', 'beobachteten', 'den', 'humanoiden', 'Prototyp', ',', 'dessen', 'physische', 'Bewegungen', 'perfektioniert', 'waren', ',', 'der', 'aber', 'angeblich', 'über', 'keine', 'aktuellen', 'Schacheröffnungs', '-', 'Datenbanken', 'verfügte', ',', 'völlig', 'ausgeschlossen', ',', 'daß', 'dieser', 'Mann', 'fünfundzwanzig', 'Jahre', 'nicht', 'Schach', 'gespielt', 'haben', 'soll', '!', 'Er', 'hat', 'doch', 'jeden', 'Zug', ',', 'jede', 'Gegenpointe', 'auf', 'fünf', ',', 'auf', 'sechs', 'Züge', 'vorausberechnet', '.', 'So', 'etwas', 'kann', 'niemand', 'aus', 'dem', 'Handgelenk', '.', 'Das', 'ist', 'doch', 'völlig', 'ausgeschlossen', '–', 'nicht', 'wahr', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?",['aus dem Handgelenk'],['aus dem Handgelenk'],True,2,V,"Das Publikum sah dem Künstler zu, der während der Simultanpartie gleichzeitig winzige Porträts seiner Gegner auf die Fingernägel malte und die Figuren mit derselben Hand zog, völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?","['Das', 'Publikum', 'sah', 'dem', 'Künstler', 'zu', ',', 'der', 'während', 'der', 'Simultanpartie', 'gleichzeitig', 'winzige', 'Porträts', 'seiner', 'Gegner', 'auf', 'die', 'Fingernägel', 'malte', 'und', 'die', 'Figuren', 'mit', 'derselben', 'Hand', 'zog', ',', 'völlig', 'ausgeschlossen', ',', 'daß', 'dieser', 'Mann', 'fünfundzwanzig', 'Jahre', 'nicht', 'Schach', 'gespielt', 'haben', 'soll', '!', 'Er', 'hat', 'doch', 'jeden', 'Zug', ',', 'jede', 'Gegenpointe', 'auf', 'fünf', ',', 'auf', 'sechs', 'Züge', 'vorausberechnet', '.', 'So', 'etwas', 'kann', 'niemand', 'aus', 'dem', 'Handgelenk', '.', 'Das', 'ist', 'doch', 'völlig', 'ausgeschlossen', '–', 'nicht', 'wahr', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?",['aus dem Handgelenk'],['aus dem Handgelenk'],True,3,V,"Während der Zaubervorführung, die mentale Fähigkeiten mit Taschenspielertricks kombinierte, bewegte der Magier die Figuren mit kaum wahrnehmbaren, blitzschnellen Gesten, völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?","['Während', 'der', 'Zaubervorführung', ',', 'die', 'mentale', 'Fähigkeiten', 'mit', 'Taschenspielertricks', 'kombinierte', ',', 'bewegte', 'der', 'Magier', 'die', 'Figuren', 'mit', 'kaum', 'wahrnehmbaren', ',', 'blitzschnellen', 'Gesten', ',', 'völlig', 'ausgeschlossen', ',', 'daß', 'dieser', 'Mann', 'fünfundzwanzig', 'Jahre', 'nicht', 'Schach', 'gespielt', 'haben', 'soll', '!', 'Er', 'hat', 'doch', 'jeden', 'Zug', ',', 'jede', 'Gegenpointe', 'auf', 'fünf', ',', 'auf', 'sechs', 'Züge', 'vorausberechnet', '.', 'So', 'etwas', 'kann', 'niemand', 'aus', 'dem', 'Handgelenk', '.', 'Das', 'ist', 'doch', 'völlig', 'ausgeschlossen', '–', 'nicht', 'wahr', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.",['in trockenen Tüchern'],['in trockenen Tüchern'],True,1,V,"Ich hatte gerade meine Badesachen aus dem Meer geholt und die nasse Tasche tropfte auf den Gehweg, also immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.","['Ich', 'hatte', 'gerade', 'meine', 'Badesachen', 'aus', 'dem', 'Meer', 'geholt', 'und', 'die', 'nasse', 'Tasche', 'tropfte', 'auf', 'den', 'Gehweg', ',', 'also', 'immer', 'mit', 'der', 'Ruhe', ',', 'alter', 'Knabe', ',', 'schön', 'die', 'Ruhe', 'bewahren', ',', 'ermahnte', 'ich', 'mich', ',', 'während', 'ich', 'vom', 'Roller', 'stieg', 'und', 'ihn', 'unangekettet', 'vor', 'dem', 'Hôtel', 'du', 'Palais', 'stehen', 'ließ', '.', 'Die', 'Sache', 'war', 'noch', 'nicht', 'in', 'trockenen', 'Tüchern', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
"Immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.",['in trockenen Tüchern'],['in trockenen Tüchern'],True,2,V,"Als Restaurator-Lehrling transportierte ich ein frisch gereinigtes, noch feuchtes Seidenbanner für die Hotelausstellung, das unbedingt fachgerecht gelagert werden musste, deshalb immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.","['Als', 'Restaurator', '-', 'Lehrling', 'transportierte', 'ich', 'ein', 'frisch', 'gereinigtes', ',', 'noch', 'feuchtes', 'Seidenbanner', 'für', 'die', 'Hotelausstellung', ',', 'das', 'unbedingt', 'fachgerecht', 'gelagert', 'werden', 'musste', ',', 'deshalb', 'immer', 'mit', 'der', 'Ruhe', ',', 'alter', 'Knabe', ',', 'schön', 'die', 'Ruhe', 'bewahren', ',', 'ermahnte', 'ich', 'mich', ',', 'während', 'ich', 'vom', 'Roller', 'stieg', 'und', 'ihn', 'unangekettet', 'vor', 'dem', 'Hôtel', 'du', 'Palais', 'stehen', 'ließ', '.', 'Die', 'Sache', 'war', 'noch', 'nicht', 'in', 'trockenen', 'Tüchern', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
"Immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.",['in trockenen Tüchern'],['in trockenen Tüchern'],True,3,V,"Meine Aufgabe war es, eine zerbrechliche Glasfigur auszuliefern, die zum Schutz in feuchte Polstermaterialien gewickelt war und nun neu verpackt werden musste, also immer mit der Ruhe, alter Knabe, schön die Ruhe bewahren, ermahnte ich mich, während ich vom Roller stieg und ihn unangekettet vor dem Hôtel du Palais stehen ließ. Die Sache war noch nicht in trockenen Tüchern.","['Meine', 'Aufgabe', 'war', 'es', ',', 'eine', 'zerbrechliche', 'Glasfigur', 'auszuliefern', ',', 'die', 'zum', 'Schutz', 'in', 'feuchte', 'Polstermaterialien', 'gewickelt', 'war', 'und', 'nun', 'neu', 'verpackt', 'werden', 'musste', ',', 'also', 'immer', 'mit', 'der', 'Ruhe', ',', 'alter', 'Knabe', ',', 'schön', 'die', 'Ruhe', 'bewahren', ',', 'ermahnte', 'ich', 'mich', ',', 'während', 'ich', 'vom', 'Roller', 'stieg', 'und', 'ihn', 'unangekettet', 'vor', 'dem', 'Hôtel', 'du', 'Palais', 'stehen', 'ließ', '.', 'Die', 'Sache', 'war', 'noch', 'nicht', 'in', 'trockenen', 'Tüchern', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
