sentence,PIE,true_idioms,is_figurative,tokens,tags,tag_ids,is_valid
There were so many errors in the program that the programmer decided to rewrite it from scratch.,['from scratch'],['from scratch'],True,"['There ', 'were ', 'so ', 'many ', 'errors ', 'in ', 'the ', 'program ', 'that ', 'the ', 'programmer ', 'decided ', 'to ', 'rewrite ', 'it ', 'from ', 'scratch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
She said she wanted to build a new house from scratch.,['from scratch'],['from scratch'],True,"['She ', 'said ', 'she ', 'wanted ', 'to ', 'build ', 'a ', 'new ', 'house ', 'from ', 'scratch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
She finally came out of the closet to her religious family regarding her atheism.,['came out of the closet'],['came out of the closet'],True,"['She ', 'finally ', 'came ', 'out ', 'of ', 'the ', 'closet ', 'to ', 'her ', 'religious ', 'family ', 'regarding ', 'her ', 'atheism', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
"I stayed in a lot of hotels in New York with the Dead and with Jerry's band, but the Navarro, more than any other, became our home away from home.",['home away from home'],['home away from home'],True,"['I ', 'stayed ', 'in ', 'a ', 'lot ', 'of ', 'hotels ', 'in ', 'New ', 'York ', 'with ', 'the ', 'Dead ', 'and ', 'with ', 'Jerry', ""'s "", 'band', ', ', 'but ', 'the ', 'Navarro', ', ', 'more ', 'than ', 'any ', 'other', ', ', 'became ', 'our ', 'home ', 'away ', 'from ', 'home', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
"Nature took its course, and Marie did give birth to a bundle of joy, but she soon discovered that motherhood was not all bliss.",['bundle of joy'],['bundle of joy'],True,"['Nature ', 'took ', 'its ', 'course', ', ', 'and ', 'Marie ', 'did ', 'give ', 'birth ', 'to ', 'a ', 'bundle ', 'of ', 'joy', ', ', 'but ', 'she ', 'soon ', 'discovered ', 'that ', 'motherhood ', 'was ', 'not ', 'all ', 'bliss', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
Stars of the stage and the silver screen gathered for the awards ceremony.,['silver screen'],['silver screen'],True,"['Stars ', 'of ', 'the ', 'stage ', 'and ', 'the ', 'silver ', 'screen ', 'gathered ', 'for ', 'the ', 'awards ', 'ceremony', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",True
Many are warning Spears that he is bad news and is trying to use her.,['bad news'],['bad news'],True,"['Many ', 'are ', 'warning ', 'Spears ', 'that ', 'he ', 'is ', 'bad ', 'news ', 'and ', 'is ', 'trying ', 'to ', 'use ', 'her', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",True
The figures are going to be in the red this year.,['in the red'],['in the red'],True,"['The ', 'figures ', 'are ', 'going ', 'to ', 'be ', 'in ', 'the ', 'red ', 'this ', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]",True
I was beginning to wish I'd had the sense to spend the last hour in a pub. Dutch courage would have been better than no courage at all.,['Dutch courage'],['Dutch courage'],True,"['I ', 'was ', 'beginning ', 'to ', 'wish ', 'I', ""'d "", 'had ', 'the ', 'sense ', 'to ', 'spend ', 'the ', 'last ', 'hour ', 'in ', 'a ', 'pub', '. ', 'Dutch ', 'courage ', 'would ', 'have ', 'been ', 'better ', 'than ', 'no ', 'courage ', 'at ', 'all', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"Another five minutes wait and we finally raise glasses in a toast to the evening. ‘So, what's the plan?’ ‘Well, we can go straight to the casino after this or we can get half a skinful of Dutch courage.’",['Dutch courage'],['Dutch courage'],True,"['Another ', 'five ', 'minutes ', 'wait ', 'and ', 'we ', 'finally ', 'raise ', 'glasses ', 'in ', 'a ', 'toast ', 'to ', 'the ', 'evening', '. ', '‘', 'So', ', ', 'what', ""'s "", 'the ', 'plan', '?', '’ ', '‘', 'Well', ', ', 'we ', 'can ', 'go ', 'straight ', 'to ', 'the ', 'casino ', 'after ', 'this ', 'or ', 'we ', 'can ', 'get ', 'half ', 'a ', 'skinful ', 'of ', 'Dutch ', 'courage', '.', '’']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]",True
"By going against the grain and going to work nude, you've made yourself a laughing stock.",['against the grain'],['against the grain'],True,"['By ', 'going ', 'against ', 'the ', 'grain ', 'and ', 'going ', 'to ', 'work ', 'nude', ', ', 'you', ""'ve "", 'made ', 'yourself ', 'a ', 'laughing ', 'stock', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
It went much against the grain with him,['against the grain'],['against the grain'],True,"['It ', 'went ', 'much ', 'against ', 'the ', 'grain ', 'with ', 'him']","['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 1, 2, 2, 0, 0]",True
"Donald Rumsfeld had become a sex symbol. She observed that he was called a “virtual rock star” on CNN, a “babe magnet” on Fox, and “Rumstud” by the president.",['babe magnet'],['babe magnet'],True,"['Donald ', 'Rumsfeld ', 'had ', 'become ', 'a ', 'sex ', 'symbol', '. ', 'She ', 'observed ', 'that ', 'he ', 'was ', 'called ', 'a ', '“', 'virtual ', 'rock ', 'star', '” ', 'on ', 'CNN', ', ', 'a ', '“', 'babe ', 'magnet', '” ', 'on ', 'Fox', ', ', 'and ', '“', 'Rumstud', '” ', 'by ', 'the ', 'president', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
I'm tired of being your second fiddle!,['second fiddle'],['second fiddle'],True,"['I', ""'m "", 'tired ', 'of ', 'being ', 'your ', 'second ', 'fiddle', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 0]",True
"The three-day party had been a lot of fun, we did a lot of bad things, now it is time to pay the fiddler.",['pay the fiddler'],['pay the fiddler'],True,"['The ', 'three', '-', 'day ', 'party ', 'had ', 'been ', 'a ', 'lot ', 'of ', 'fun', ', ', 'we ', 'did ', 'a ', 'lot ', 'of ', 'bad ', 'things', ', ', 'now ', 'it ', 'is ', 'time ', 'to ', 'pay ', 'the ', 'fiddler', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"And in all her letters since, she had spoken of her aunt as a silly, vain, worldly woman, weeping crocodile tears, for an old husband whose death had released her from the tedium of his company.",['crocodile tears'],['crocodile tears'],True,"['And ', 'in ', 'all ', 'her ', 'letters ', 'since', ', ', 'she ', 'had ', 'spoken ', 'of ', 'her ', 'aunt ', 'as ', 'a ', 'silly', ', ', 'vain', ', ', 'worldly ', 'woman', ', ', 'weeping ', 'crocodile ', 'tears', ', ', 'for ', 'an ', 'old ', 'husband ', 'whose ', 'death ', 'had ', 'released ', 'her ', 'from ', 'the ', 'tedium ', 'of ', 'his ', 'company', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
He finished writing his paper and slid it under the door just in the nick of time.,['in the nick of time'],['in the nick of time'],True,"['He ', 'finished ', 'writing ', 'his ', 'paper ', 'and ', 'slid ', 'it ', 'under ', 'the ', 'door ', 'just ', 'in ', 'the ', 'nick ', 'of ', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]",True
The fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.,['penny in the fusebox'],['penny in the fusebox'],True,"['The ', 'fix ', 'I ', 'made ', 'was ', 'just ', 'a ', 'penny ', 'in ', 'the ', 'fusebox', '; ', 'we ', 'need ', 'to ', 'revisit ', 'it ', 'and ', 'fix ', 'the ', 'problem ', 'for ', 'real', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
That striker has scored four goals so far - he's on fire!,['on fire'],['on fire'],True,"['That ', 'striker ', 'has ', 'scored ', 'four ', 'goals ', 'so ', 'far ', '- ', 'he', ""'s "", 'on ', 'fire', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
Oh please go on the game. It's a steady job and you'd be working from home.,['on the game'],['on the game'],True,"['Oh ', 'please ', 'go ', 'on ', 'the ', 'game', '. ', 'It', ""'s "", 'a ', 'steady ', 'job ', 'and ', 'you', ""'d "", 'be ', 'working ', 'from ', 'home', '.']","['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"Among these odd folk, who correspond exactly to the decadent element of “white trash” in the South, law and morals are non-existent; and their general mental status is probably below that of any other section of the native American people.",['white trash'],['white trash'],True,"['Among ', 'these ', 'odd ', 'folk', ', ', 'who ', 'correspond ', 'exactly ', 'to ', 'the ', 'decadent ', 'element ', 'of ', '“', 'white ', 'trash', '” ', 'in ', 'the ', 'South', ', ', 'law ', 'and ', 'morals ', 'are ', 'non', '-', 'existent', '; ', 'and ', 'their ', 'general ', 'mental ', 'status ', 'is ', 'probably ', 'below ', 'that ', 'of ', 'any ', 'other ', 'section ', 'of ', 'the ', 'native ', 'American ', 'people', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
It'll be a cold day in hell when that happens.,['cold day in hell'],['cold day in hell'],True,"['It', ""'ll "", 'be ', 'a ', 'cold ', 'day ', 'in ', 'hell ', 'when ', 'that ', 'happens', '.']","['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",True
"This software has to work out of the box, without any fancy installation.",['out of the box'],['out of the box'],True,"['This ', 'software ', 'has ', 'to ', 'work ', 'out ', 'of ', 'the ', 'box', ', ', 'without ', 'any ', 'fancy ', 'installation', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0]",True
He started out with the rather obvious alternative of talking to Junior; Hesh’s scheme was more imaginative; and Tony’s idea of torching the restaurant really is out of the box.,['out of the box'],['out of the box'],True,"['He ', 'started ', 'out ', 'with ', 'the ', 'rather ', 'obvious ', 'alternative ', 'of ', 'talking ', 'to ', 'Junior', '; ', 'Hesh', '’s ', 'scheme ', 'was ', 'more ', 'imaginative', '; ', 'and ', 'Tony', '’s ', 'idea ', 'of ', 'torching ', 'the ', 'restaurant ', 'really ', 'is ', 'out ', 'of ', 'the ', 'box', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
"He attended the meeting to ride shotgun for the sales team, in case anyone had a technical question.",['ride shotgun'],['ride shotgun'],True,"['He ', 'attended ', 'the ', 'meeting ', 'to ', 'ride ', 'shotgun ', 'for ', 'the ', 'sales ', 'team', ', ', 'in ', 'case ', 'anyone ', 'had ', 'a ', 'technical ', 'question', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"""Orde, you're all right on the river,"" said Newmark, with a dry little laugh, ""but you're a babe in the woods at this game.""",['babe in the woods'],['babe in the woods'],True,"['""', 'Orde', ', ', 'you', ""'re "", 'all ', 'right ', 'on ', 'the ', 'river', ',', '"" ', 'said ', 'Newmark', ', ', 'with ', 'a ', 'dry ', 'little ', 'laugh', ', ', '""', 'but ', 'you', ""'re "", 'a ', 'babe ', 'in ', 'the ', 'woods ', 'at ', 'this ', 'game', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]",True
It exists in a grey area between legal and illegal.,['grey area'],['grey area'],True,"['It ', 'exists ', 'in ', 'a ', 'grey ', 'area ', 'between ', 'legal ', 'and ', 'illegal', '.']","['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]",True
"Unfortunately, it fell between two stools: it was not good enough to be a competition car and those who wanted a roadburner preferred the Iso Grifo, which was better equipped.",['fell between two stools'],['fell between two stools'],True,"['Unfortunately', ', ', 'it ', 'fell ', 'between ', 'two ', 'stools', ': ', 'it ', 'was ', 'not ', 'good ', 'enough ', 'to ', 'be ', 'a ', 'competition ', 'car ', 'and ', 'those ', 'who ', 'wanted ', 'a ', 'roadburner ', 'preferred ', 'the ', 'Iso ', 'Grifo', ', ', 'which ', 'was ', 'better ', 'equipped', '.']","['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
She could not bear to lose the land she had got by a swindle; and then she could not bear the loss of her lover. So she fell between two stools.,['fell between two stools'],['fell between two stools'],True,"['She ', 'could ', 'not ', 'bear ', 'to ', 'lose ', 'the ', 'land ', 'she ', 'had ', 'got ', 'by ', 'a ', 'swindle', '; ', 'and ', 'then ', 'she ', 'could ', 'not ', 'bear ', 'the ', 'loss ', 'of ', 'her ', 'lover', '. ', 'So ', 'she ', 'fell ', 'between ', 'two ', 'stools', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
He was still a babe in arms when his father died overseas.,['babe in arms'],['babe in arms'],True,"['He ', 'was ', 'still ', 'a ', 'babe ', 'in ', 'arms ', 'when ', 'his ', 'father ', 'died ', 'overseas', '.']","['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",True
Fred is having a rough trot.,['rough trot'],['rough trot'],True,"['Fred ', 'is ', 'having ', 'a ', 'rough ', 'trot', '.']","['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 1, 2, 0]",True
He's all out the best preacher I've ever heard.,['all out'],['all out'],True,"['He', ""'s "", 'all ', 'out ', 'the ', 'best ', 'preacher ', 'I', ""'ve "", 'ever ', 'heard', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
I want to make sure we're all on the same page with the game plan for the Acme account.,['on the same page'],['on the same page'],True,"['I ', 'want ', 'to ', 'make ', 'sure ', 'we', ""'re "", 'all ', 'on ', 'the ', 'same ', 'page ', 'with ', 'the ', 'game ', 'plan ', 'for ', 'the ', 'Acme ', 'account', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
That new car was really the cat's pyjamas.,"[""cat 's pyjamas""]","[""cat 's pyjamas""]",True,"['That ', 'new ', 'car ', 'was ', 'really ', 'the ', 'cat', ""'s "", 'pyjamas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
Doing volunteer work to help others is truly worth one's while.,"[""worth one 's while""]","[""worth one 's while""]",True,"['Doing ', 'volunteer ', 'work ', 'to ', 'help ', 'others ', 'is ', 'truly ', 'worth ', 'one', ""'s "", 'while', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
The garage was filled with a random assortment of odds and ends.,['odds and ends'],['odds and ends'],True,"['The ', 'garage ', 'was ', 'filled ', 'with ', 'a ', 'random ', 'assortment ', 'of ', 'odds ', 'and ', 'ends', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
Public opinion has undergone a sea change since the 2002 elections.,['sea change'],['sea change'],True,"['Public ', 'opinion ', 'has ', 'undergone ', 'a ', 'sea ', 'change ', 'since ', 'the ', '2002 ', 'elections', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]",True
