sentence,PIE,true_idioms,is_figurative,tokens,tags,tag_ids,is_valid
He said he bought it at the markets but I think it fell off a truck.,['fell off a truck'],['fell off a truck'],True,"['He ', 'said ', 'he ', 'bought ', 'it ', 'at ', 'the ', 'markets ', 'but ', 'I ', 'think ', 'it ', 'fell ', 'off ', 'a ', 'truck', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
This insurance company is an expert at cutting red tape to process your claim faster.,['cutting red tape'],['cutting red tape'],True,"['This ', 'insurance ', 'company ', 'is ', 'an ', 'expert ', 'at ', 'cutting ', 'red ', 'tape ', 'to ', 'process ', 'your ', 'claim ', 'faster', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",True
One of the kids on the school bus broke wind.,['broke wind'],['broke wind'],True,"['One ', 'of ', 'the ', 'kids ', 'on ', 'the ', 'school ', 'bus ', 'broke ', 'wind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
"He must apologise, he saw that clearly enough, must eat crow, as he told himself.",['eat crow'],['eat crow'],True,"['He ', 'must ', 'apologise', ', ', 'he ', 'saw ', 'that ', 'clearly ', 'enough', ', ', 'must ', 'eat ', 'crow', ', ', 'as ', 'he ', 'told ', 'himself', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",True
It's even money that it will rain today.,['even money'],['even money'],True,"['It', ""'s "", 'even ', 'money ', 'that ', 'it ', 'will ', 'rain ', 'today', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",True
George embarrassed his aunt by answering the door in his birthday suit.,['birthday suit'],['birthday suit'],True,"['George ', 'embarrassed ', 'his ', 'aunt ', 'by ', 'answering ', 'the ', 'door ', 'in ', 'his ', 'birthday ', 'suit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
See if you can make head or tail of the last section in this chapter. I'm baffled.,['make head or tail of'],['make head or tail of'],True,"['See ', 'if ', 'you ', 'can ', 'make ', 'head ', 'or ', 'tail ', 'of ', 'the ', 'last ', 'section ', 'in ', 'this ', 'chapter', '. ', 'I', ""'m "", 'baffled', '.']","['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
Is that new teammate properly on board yet?,['on board'],['on board'],True,"['Is ', 'that ', 'new ', 'teammate ', 'properly ', 'on ', 'board ', 'yet', '?']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0]",True
"It’s a good idea, but let’s see if we can get a few more of the management team on board.",['on board'],['on board'],True,"['It', '’s ', 'a ', 'good ', 'idea', ', ', 'but ', 'let', '’s ', 'see ', 'if ', 'we ', 'can ', 'get ', 'a ', 'few ', 'more ', 'of ', 'the ', 'management ', 'team ', 'on ', 'board', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
"We have known wives to forget that they had husbands…, especially when they supposed that a tax bill or a notification to do military duty might be in the offing!",['in the offing'],['in the offing'],True,"['We ', 'have ', 'known ', 'wives ', 'to ', 'forget ', 'that ', 'they ', 'had ', 'husbands', '…', ', ', 'especially ', 'when ', 'they ', 'supposed ', 'that ', 'a ', 'tax ', 'bill ', 'or ', 'a ', 'notification ', 'to ', 'do ', 'military ', 'duty ', 'might ', 'be ', 'in ', 'the ', 'offing', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"Smith is good at detail, but can't see the forest for the trees.",['see the forest for the trees'],['see the forest for the trees'],True,"['Smith ', 'is ', 'good ', 'at ', 'detail', ', ', 'but ', 'ca', ""n't "", 'see ', 'the ', 'forest ', 'for ', 'the ', 'trees', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0]",True
"If Tony Blair is such an utterly busted flush of a leader, why are so many Tories and their outriders so keen to have this Prime Minister gone before he can fight another election?",['busted flush'],['busted flush'],True,"['If ', 'Tony ', 'Blair ', 'is ', 'such ', 'an ', 'utterly ', 'busted ', 'flush ', 'of ', 'a ', 'leader', ', ', 'why ', 'are ', 'so ', 'many ', 'Tories ', 'and ', 'their ', 'outriders ', 'so ', 'keen ', 'to ', 'have ', 'this ', 'Prime ', 'Minister ', 'gone ', 'before ', 'he ', 'can ', 'fight ', 'another ', 'election', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"In one of the rare cinematic depictions of an older woman as sexually attractive and active, Moreau also contributes to the end of Syl′s innocence by seducing him in the summer house. No mutton dressed as lamb could have done better!",['mutton dressed as lamb'],['mutton dressed as lamb'],True,"['In ', 'one ', 'of ', 'the ', 'rare ', 'cinematic ', 'depictions ', 'of ', 'an ', 'older ', 'woman ', 'as ', 'sexually ', 'attractive ', 'and ', 'active', ', ', 'Moreau ', 'also ', 'contributes ', 'to ', 'the ', 'end ', 'of ', 'Syl′s ', 'innocence ', 'by ', 'seducing ', 'him ', 'in ', 'the ', 'summer ', 'house', '. ', 'No ', 'mutton ', 'dressed ', 'as ', 'lamb ', 'could ', 'have ', 'done ', 'better', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]",True
"Luckily, the members of the committee were on the same wavelength, so we didn't have endless discussions about what words meant.",['on the same wavelength'],['on the same wavelength'],True,"['Luckily', ', ', 'the ', 'members ', 'of ', 'the ', 'committee ', 'were ', 'on ', 'the ', 'same ', 'wavelength', ', ', 'so ', 'we ', 'did', ""n't "", 'have ', 'endless ', 'discussions ', 'about ', 'what ', 'words ', 'meant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"What's the matter with Fred? Oh, he's just having a bad hair day.",['bad hair day'],['bad hair day'],True,"['What', ""'s "", 'the ', 'matter ', 'with ', 'Fred', '? ', 'Oh', ', ', 'he', ""'s "", 'just ', 'having ', 'a ', 'bad ', 'hair ', 'day', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
People with your skills are ten a penny these days.,['ten a penny'],['ten a penny'],True,"['People ', 'with ', 'your ', 'skills ', 'are ', 'ten ', 'a ', 'penny ', 'these ', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]",True
People with your skills are a dime a dozen these days.,['a dime a dozen'],['a dime a dozen'],True,"['People ', 'with ', 'your ', 'skills ', 'are ', 'a ', 'dime ', 'a ', 'dozen ', 'these ', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0]",True
"Ouch, I just hit my funny bone.",['funny bone'],['funny bone'],True,"['Ouch', ', ', 'I ', 'just ', 'hit ', 'my ', 'funny ', 'bone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",True
His wisecracks always tickle my funny bone.,['funny bone'],['funny bone'],True,"['His ', 'wisecracks ', 'always ', 'tickle ', 'my ', 'funny ', 'bone', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 1, 2, 0]",True
"There, on the ramparts of the forts, stood Nicholas Koorn, armed to the teeth, flourishing a brass-hilted sword.",['armed to the teeth'],['armed to the teeth'],True,"['There', ', ', 'on ', 'the ', 'ramparts ', 'of ', 'the ', 'forts', ', ', 'stood ', 'Nicholas ', 'Koorn', ', ', 'armed ', 'to ', 'the ', 'teeth', ', ', 'flourishing ', 'a ', 'brass', '-', 'hilted ', 'sword', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"The battery lasts a day in my phone, but your mileage may vary.",['your mileage may vary'],['your mileage may vary'],True,"['The ', 'battery ', 'lasts ', 'a ', 'day ', 'in ', 'my ', 'phone', ', ', 'but ', 'your ', 'mileage ', 'may ', 'vary', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
"I think that red dress looks really good on you, but your mileage may vary, of course.",['your mileage may vary'],['your mileage may vary'],True,"['I ', 'think ', 'that ', 'red ', 'dress ', 'looks ', 'really ', 'good ', 'on ', 'you', ', ', 'but ', 'your ', 'mileage ', 'may ', 'vary', ', ', 'of ', 'course', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",True
Just stop beating around the bush and tell me what the problem is!,['beating around the bush'],['beating around the bush'],True,"['Just ', 'stop ', 'beating ', 'around ', 'the ', 'bush ', 'and ', 'tell ', 'me ', 'what ', 'the ', 'problem ', 'is', '!']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
"I'm telling you, if you sign that paper, you're playing with fire.",['playing with fire'],['playing with fire'],True,"['I', ""'m "", 'telling ', 'you', ', ', 'if ', 'you ', 'sign ', 'that ', 'paper', ', ', 'you', ""'re "", 'playing ', 'with ', 'fire', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"Finally we gave him the silent treatment, and for weeks before he died we neither spoke to him nor did he speak to us.",['silent treatment'],['silent treatment'],True,"['Finally ', 'we ', 'gave ', 'him ', 'the ', 'silent ', 'treatment', ', ', 'and ', 'for ', 'weeks ', 'before ', 'he ', 'died ', 'we ', 'neither ', 'spoke ', 'to ', 'him ', 'nor ', 'did ', 'he ', 'speak ', 'to ', 'us', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"Jay Branegan says each side will be preaching to the choir. ""Democrats will make the argument that's been successful with their base . . . [that] Republicans are merely helping the rich.""",['preaching to the choir'],['preaching to the choir'],True,"['Jay ', 'Branegan ', 'says ', 'each ', 'side ', 'will ', 'be ', 'preaching ', 'to ', 'the ', 'choir', '. ', '""', 'Democrats ', 'will ', 'make ', 'the ', 'argument ', 'that', ""'s "", 'been ', 'successful ', 'with ', 'their ', 'base ', '. ', '. ', '. ', '[', 'that', '] ', 'Republicans ', 'are ', 'merely ', 'helping ', 'the ', 'rich', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
His face rings a bell. I wonder if I know him from somewhere.,['rings a bell'],['rings a bell'],True,"['His ', 'face ', 'rings ', 'a ', 'bell', '. ', 'I ', 'wonder ', 'if ', 'I ', 'know ', 'him ', 'from ', 'somewhere', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"You know, cos he was like taking the piss out of them and they took the piss out of him.",['taking the piss'],['taking the piss'],True,"['You ', 'know', ', ', 'cos ', 'he ', 'was ', 'like ', 'taking ', 'the ', 'piss ', 'out ', 'of ', 'them ', 'and ', 'they ', 'took ', 'the ', 'piss ', 'out ', 'of ', 'him', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
He's either taking it easy or taking the piss by arriving at the eleventh hour.,['taking the piss'],['taking the piss'],True,"['He', ""'s "", 'either ', 'taking ', 'it ', 'easy ', 'or ', 'taking ', 'the ', 'piss ', 'by ', 'arriving ', 'at ', 'the ', 'eleventh ', 'hour', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",True
"If he doesn't win the next round, then his goose is cooked.",['goose is cooked'],['goose is cooked'],True,"['If ', 'he ', 'does', ""n't "", 'win ', 'the ', 'next ', 'round', ', ', 'then ', 'his ', 'goose ', 'is ', 'cooked', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"At first it seemed a good idea, but now it's getting close I'm having second thoughts.",['having second thoughts'],['having second thoughts'],True,"['At ', 'first ', 'it ', 'seemed ', 'a ', 'good ', 'idea', ', ', 'but ', 'now ', 'it', ""'s "", 'getting ', 'close ', 'I', ""'m "", 'having ', 'second ', 'thoughts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
I'm about ready to turn into a pumpkin. You can stay up later if you want.,['turn into a pumpkin'],['turn into a pumpkin'],True,"['I', ""'m "", 'about ', 'ready ', 'to ', 'turn ', 'into ', 'a ', 'pumpkin', '. ', 'You ', 'can ', 'stay ', 'up ', 'later ', 'if ', 'you ', 'want', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"My daughter turns into a pumpkin at 10:00, so you need to have her home before then.",['turns into a pumpkin'],['turns into a pumpkin'],True,"['My ', 'daughter ', 'turns ', 'into ', 'a ', 'pumpkin ', 'at ', '10:00', ', ', 'so ', 'you ', 'need ', 'to ', 'have ', 'her ', 'home ', 'before ', 'then', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"As you're so tired, why not try to catch forty winks before you leave?",['forty winks'],['forty winks'],True,"['As ', 'you', ""'re "", 'so ', 'tired', ', ', 'why ', 'not ', 'try ', 'to ', 'catch ', 'forty ', 'winks ', 'before ', 'you ', 'leave', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",True
He hit the nail on the head when he said the problem was the thermostat.,['hit the nail on the head'],['hit the nail on the head'],True,"['He ', 'hit ', 'the ', 'nail ', 'on ', 'the ', 'head ', 'when ', 'he ', 'said ', 'the ', 'problem ', 'was ', 'the ', 'thermostat', '.']","['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"We didn't tell our friends that we were dating, but I think they put two and two together.",['put two and two together'],['put two and two together'],True,"['We ', 'did', ""n't "", 'tell ', 'our ', 'friends ', 'that ', 'we ', 'were ', 'dating', ', ', 'but ', 'I ', 'think ', 'they ', 'put ', 'two ', 'and ', 'two ', 'together', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]",True
"Right off the bat, I can see that you need to see a doctor.",['off the bat'],['off the bat'],True,"['Right ', 'off ', 'the ', 'bat', ', ', 'I ', 'can ', 'see ', 'that ', 'you ', 'need ', 'to ', 'see ', 'a ', 'doctor', '.']","['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"The patient is feeling a little better, but she's not out of the woods yet.",['out of the woods'],['out of the woods'],True,"['The ', 'patient ', 'is ', 'feeling ', 'a ', 'little ', 'better', ', ', 'but ', 'she', ""'s "", 'not ', 'out ', 'of ', 'the ', 'woods ', 'yet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",True
The very date which put them beyond the pale as belligerents was that which they seem to have chosen in order to prove what active and valiant soldiers they still remained.,['beyond the pale'],['beyond the pale'],True,"['The ', 'very ', 'date ', 'which ', 'put ', 'them ', 'beyond ', 'the ', 'pale ', 'as ', 'belligerents ', 'was ', 'that ', 'which ', 'they ', 'seem ', 'to ', 'have ', 'chosen ', 'in ', 'order ', 'to ', 'prove ', 'what ', 'active ', 'and ', 'valiant ', 'soldiers ', 'they ', 'still ', 'remained', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"I was a burglary detective for three years before I joined the Speaker's Bureau, and you might say I managed to acquire a few things at a five-finger discount, if you catch my drift.",['five - finger discount'],['five - finger discount'],True,"['I ', 'was ', 'a ', 'burglary ', 'detective ', 'for ', 'three ', 'years ', 'before ', 'I ', 'joined ', 'the ', 'Speaker', ""'s "", 'Bureau', ', ', 'and ', 'you ', 'might ', 'say ', 'I ', 'managed ', 'to ', 'acquire ', 'a ', 'few ', 'things ', 'at ', 'a ', 'five', '-', 'finger ', 'discount', ', ', 'if ', 'you ', 'catch ', 'my ', 'drift', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",True
